,Year,Month,Day,Ice_Extent
1,1978,10,26,10.231
2,1978,10,28,10.42
3,1978,10,30,10.557
4,1978,11,1,10.67
5,1978,11,3,10.777
6,1978,11,5,10.968
7,1978,11,7,11.08
8,1978,11,9,11.189
9,1978,11,11,11.314
10,1978,11,13,11.46
11,1978,11,15,11.539
12,1978,11,17,11.696
13,1978,11,19,11.87
14,1978,11,21,12.053
15,1978,11,23,12.274
16,1978,11,25,12.441
17,1978,11,27,12.662
18,1978,11,29,12.684
19,1978,12,1,12.725
20,1978,12,3,12.66
21,1978,12,5,12.785
22,1978,12,7,13.051
23,1978,12,9,13.143
24,1978,12,11,13.437
25,1978,12,13,13.603
26,1978,12,15,13.649
27,1978,12,17,13.807
28,1978,12,19,13.892
29,1978,12,21,13.996
30,1978,12,23,14.189
31,1978,12,25,14.268
32,1978,12,27,14.383
33,1978,12,29,14.5
34,1978,12,31,14.585
35,1979,1,2,14.997
36,1979,1,4,14.922
37,1979,1,6,14.929
38,1979,1,8,14.968
39,1979,1,10,15.19
40,1979,1,12,15.327
41,1979,1,14,15.352
42,1979,1,16,15.5
43,1979,1,18,15.517
44,1979,1,20,15.709
45,1979,1,22,15.679
46,1979,1,24,15.745
47,1979,1,26,15.686
48,1979,1,28,15.777
49,1979,1,30,15.912
50,1979,2,1,15.857
51,1979,2,3,15.839
52,1979,2,5,15.831
53,1979,2,7,15.801
54,1979,2,9,15.99
55,1979,2,11,16.099
56,1979,2,13,16.289
57,1979,2,15,16.323
58,1979,2,17,16.343
59,1979,2,19,16.291
60,1979,2,21,16.26
61,1979,2,23,16.401
62,1979,2,25,16.579
63,1979,2,27,16.551
64,1979,3,1,16.635
65,1979,3,3,16.457
66,1979,3,5,16.568
67,1979,3,7,16.547
68,1979,3,9,16.536
69,1979,3,11,16.513
70,1979,3,13,16.414
71,1979,3,15,16.31
72,1979,3,17,16.467
73,1979,3,19,16.505
74,1979,3,21,16.349
75,1979,3,23,16.279
76,1979,3,25,16.264
77,1979,3,27,16.06
78,1979,3,29,15.763
79,1979,3,31,15.804
80,1979,4,2,15.66
81,1979,4,4,15.641
82,1979,4,6,15.695
83,1979,4,8,15.794
84,1979,4,10,15.761
85,1979,4,12,15.655
86,1979,4,14,15.5
87,1979,4,16,15.454
88,1979,4,18,15.51
89,1979,4,20,15.343
90,1979,4,22,15.255
91,1979,4,24,15.224
92,1979,4,26,15.141
93,1979,4,28,15.108
94,1979,4,30,14.961
95,1979,5,2,14.626
96,1979,5,4,14.498
97,1979,5,6,14.45
98,1979,5,8,14.325
99,1979,5,10,14.149
100,1979,5,12,14.012
101,1979,5,14,13.836
102,1979,5,16,13.862
103,1979,5,18,13.691
104,1979,5,20,13.56
105,1979,5,22,13.529
106,1979,5,24,13.364
107,1979,5,26,13.399
108,1979,5,28,13.292
109,1979,5,30,13.26
110,1979,6,1,13.076
111,1979,6,3,12.977
112,1979,6,5,12.832
113,1979,6,7,12.791
114,1979,6,9,12.854
115,1979,6,11,12.733
116,1979,6,13,12.673
117,1979,6,15,12.548
118,1979,6,17,12.517
119,1979,6,19,12.415
120,1979,6,21,12.373
121,1979,6,23,12.243
122,1979,6,25,12.112
123,1979,6,27,11.977
124,1979,6,29,11.829
125,1979,7,1,11.562
126,1979,7,3,11.363
127,1979,7,5,11.255
128,1979,7,7,10.936
129,1979,7,9,10.793
130,1979,7,11,10.662
131,1979,7,13,10.503
132,1979,7,15,10.401
133,1979,7,17,10.256
134,1979,7,19,9.927
135,1979,7,21,9.919
136,1979,7,23,9.668
137,1979,7,25,9.614
138,1979,7,27,9.556
139,1979,7,29,9.342
140,1979,7,31,9.223
141,1979,8,2,9
142,1979,8,4,8.859
143,1979,8,6,8.744
144,1979,8,8,8.61
145,1979,8,10,8.328
146,1979,8,12,8.284
147,1979,8,14,8.138
148,1979,8,16,7.971
149,1979,8,18,7.811
150,1979,8,20,7.659
151,1979,8,22,7.566
152,1979,8,24,7.577
153,1979,8,26,7.421
154,1979,8,28,7.364
155,1979,8,30,7.284
156,1979,9,1,7.228
157,1979,9,3,7.147
158,1979,9,5,7.037
159,1979,9,7,7.075
160,1979,9,9,7.092
161,1979,9,11,6.981
162,1979,9,13,7.003
163,1979,9,15,7.007
164,1979,9,17,7.001
165,1979,9,19,6.91
166,1979,9,21,6.895
167,1979,9,23,7.033
168,1979,9,25,7.058
169,1979,9,27,7.127
170,1979,9,29,7.173
171,1979,10,1,7.404
172,1979,10,3,7.534
173,1979,10,5,7.813
174,1979,10,7,7.878
175,1979,10,9,8.115
176,1979,10,11,8.136
177,1979,10,13,8.338
178,1979,10,15,8.57
179,1979,10,17,8.938
180,1979,10,19,9.19
181,1979,10,21,9.295
182,1979,10,23,9.466
183,1979,10,25,9.7
184,1979,10,27,9.869
185,1979,10,29,9.797
186,1979,10,31,9.924
187,1979,11,2,10.144
188,1979,11,4,10.159
189,1979,11,6,10.267
190,1979,11,8,10.27
191,1979,11,10,10.497
192,1979,11,12,10.61
193,1979,11,14,10.8
194,1979,11,16,10.92
195,1979,11,18,11.01
196,1979,11,20,11.157
197,1979,11,22,11.352
198,1979,11,24,11.419
199,1979,11,26,11.581
200,1979,11,28,11.884
201,1979,11,30,12.076
202,1979,12,2,12.39
203,1979,12,4,12.462
204,1979,12,6,12.781
205,1979,12,8,12.991
206,1979,12,10,13.101
207,1979,12,12,13.292
208,1979,12,14,13.268
209,1979,12,16,13.322
210,1979,12,18,13.377
211,1979,12,20,13.541
212,1979,12,22,13.619
213,1979,12,24,13.773
214,1979,12,26,13.934
215,1979,12,28,14.101
216,1979,12,30,14.092
217,1980,1,1,14.2
218,1980,1,3,14.302
219,1980,1,5,14.414
220,1980,1,7,14.518
221,1980,1,9,14.594
222,1980,1,11,14.665
223,1980,1,13,14.771
224,1980,1,15,14.831
225,1980,1,17,14.957
226,1980,1,19,15.12
227,1980,1,21,15.141
228,1980,1,23,15.195
229,1980,1,25,15.209
230,1980,1,27,15.124
231,1980,1,29,15.258
232,1980,1,31,15.491
233,1980,2,2,15.401
234,1980,2,4,15.639
235,1980,2,6,15.76
236,1980,2,8,15.888
237,1980,2,10,15.895
238,1980,2,12,15.97
239,1980,2,14,16.017
240,1980,2,16,16.095
241,1980,2,18,16.095
242,1980,2,20,16.17
243,1980,2,22,16.066
244,1980,2,24,16.087
245,1980,2,26,16.069
246,1980,2,28,16.22
247,1980,3,1,16.157
248,1980,3,3,16.248
249,1980,3,5,16.302
250,1980,3,7,16.289
251,1980,3,9,16.168
252,1980,3,11,16.04
253,1980,3,13,15.966
254,1980,3,15,15.994
255,1980,3,17,15.988
256,1980,3,19,16.005
257,1980,3,21,15.946
258,1980,3,23,15.945
259,1980,3,25,15.923
260,1980,3,27,15.986
261,1980,3,29,15.891
262,1980,3,31,15.813
263,1980,4,2,15.681
264,1980,4,4,15.664
265,1980,4,6,15.707
266,1980,4,8,15.653
267,1980,4,10,15.644
268,1980,4,12,15.652
269,1980,4,14,15.523
270,1980,4,16,15.509
271,1980,4,18,15.39
272,1980,4,20,15.376
273,1980,4,22,15.406
274,1980,4,24,15.259
275,1980,4,26,15.117
276,1980,4,28,14.996
277,1980,4,30,14.859
278,1980,5,2,14.718
279,1980,5,4,14.549
280,1980,5,6,14.412
281,1980,5,8,14.32
282,1980,5,10,14.186
283,1980,5,12,14.011
284,1980,5,14,13.843
285,1980,5,16,13.757
286,1980,5,18,13.672
287,1980,5,20,13.531
288,1980,5,22,13.405
289,1980,5,24,13.34
290,1980,5,26,13.206
291,1980,5,28,13.023
292,1980,5,30,12.916
293,1980,6,1,12.766
294,1980,6,3,12.706
295,1980,6,5,12.614
296,1980,6,7,12.61
297,1980,6,9,12.586
298,1980,6,11,12.468
299,1980,6,13,12.278
300,1980,6,15,12.269
301,1980,6,17,12.13
302,1980,6,19,12.043
303,1980,6,21,12.007
304,1980,6,23,11.842
305,1980,6,25,11.699
306,1980,6,27,11.585
307,1980,6,29,11.466
308,1980,7,1,11.283
309,1980,7,3,11.075
310,1980,7,5,10.983
311,1980,7,7,10.852
312,1980,7,9,10.7
313,1980,7,11,10.575
314,1980,7,13,10.307
315,1980,7,15,10.203
316,1980,7,17,9.946
317,1980,7,19,9.847
318,1980,7,21,9.779
319,1980,7,23,9.594
320,1980,7,25,9.358
321,1980,7,27,9.166
322,1980,7,29,9.065
323,1980,7,31,8.868
324,1980,8,2,8.76
325,1980,8,4,8.611
326,1980,8,6,8.548
327,1980,8,8,8.348
328,1980,8,10,8.202
329,1980,8,12,8.041
330,1980,8,14,7.82
331,1980,8,16,7.765
332,1980,8,18,7.761
333,1980,8,20,7.717
334,1980,8,22,7.758
335,1980,8,24,7.578
336,1980,8,26,7.667
337,1980,8,28,7.588
338,1980,8,30,7.6
339,1980,9,1,7.544
340,1980,9,3,7.555
341,1980,9,5,7.533
342,1980,9,7,7.574
343,1980,9,9,7.56
344,1980,9,11,7.557
345,1980,9,13,7.543
346,1980,9,15,7.602
347,1980,9,17,7.58
348,1980,9,19,7.651
349,1980,9,21,7.686
350,1980,9,23,7.782
351,1980,9,25,7.854
352,1980,9,27,7.966
353,1980,9,29,8.019
354,1980,10,1,8.223
355,1980,10,3,8.213
356,1980,10,5,8.485
357,1980,10,7,8.532
358,1980,10,9,8.809
359,1980,10,11,8.975
360,1980,10,13,9.161
361,1980,10,15,9.218
362,1980,10,17,9.272
363,1980,10,19,9.389
364,1980,10,21,9.468
365,1980,10,23,9.586
366,1980,10,25,9.643
367,1980,10,27,9.841
368,1980,10,29,9.911
369,1980,10,31,10.198
370,1980,11,2,10.42
371,1980,11,4,10.523
372,1980,11,6,10.652
373,1980,11,8,10.789
374,1980,11,10,10.88
375,1980,11,12,10.976
376,1980,11,14,11.087
377,1980,11,16,11.217
378,1980,11,18,11.337
379,1980,11,20,11.628
380,1980,11,22,11.78
381,1980,11,24,12.096
382,1980,11,26,12.256
383,1980,11,28,12.476
384,1980,11,30,12.626
385,1980,12,2,12.643
386,1980,12,4,13.032
387,1980,12,6,13.122
388,1980,12,8,13.298
389,1980,12,10,13.334
390,1980,12,12,13.569
391,1980,12,14,13.685
392,1980,12,16,13.91
393,1980,12,18,13.762
394,1980,12,20,13.697
395,1980,12,22,13.779
396,1980,12,24,13.798
397,1980,12,26,14
398,1980,12,28,14.172
399,1980,12,30,14.093
400,1981,1,1,14.256
401,1981,1,3,14.456
402,1981,1,5,14.435
403,1981,1,7,14.689
404,1981,1,9,14.619
405,1981,1,11,14.69
406,1981,1,13,14.649
407,1981,1,15,14.748
408,1981,1,17,14.998
409,1981,1,19,15.066
410,1981,1,21,15.055
411,1981,1,23,15.17
412,1981,1,25,15.244
413,1981,1,27,15.35
414,1981,1,29,15.503
415,1981,1,31,15.627
416,1981,2,2,15.646
417,1981,2,4,15.663
418,1981,2,6,15.629
419,1981,2,8,15.541
420,1981,2,10,15.44
421,1981,2,12,15.474
422,1981,2,14,15.482
423,1981,2,16,15.575
424,1981,2,18,15.592
425,1981,2,20,15.731
426,1981,2,22,15.654
427,1981,2,24,15.706
428,1981,2,26,15.667
429,1981,2,28,15.657
430,1981,3,2,15.628
431,1981,3,4,15.726
432,1981,3,6,15.646
433,1981,3,8,15.644
434,1981,3,10,15.733
435,1981,3,12,15.657
436,1981,3,14,15.801
437,1981,3,16,15.771
438,1981,3,18,15.528
439,1981,3,20,15.621
440,1981,3,22,15.535
441,1981,3,24,15.559
442,1981,3,26,15.626
443,1981,3,28,15.517
444,1981,3,30,15.481
445,1981,4,1,15.44
446,1981,4,3,15.221
447,1981,4,5,15.224
448,1981,4,7,15.242
449,1981,4,9,15.202
450,1981,4,11,15.135
451,1981,4,13,15.11
452,1981,4,15,15.086
453,1981,4,17,14.983
454,1981,4,19,14.95
455,1981,4,21,14.92
456,1981,4,23,14.844
457,1981,4,25,14.714
458,1981,4,27,14.564
459,1981,4,29,14.514
460,1981,5,1,14.272
461,1981,5,3,14.285
462,1981,5,5,14.249
463,1981,5,7,14.077
464,1981,5,9,14.083
465,1981,5,11,14.072
466,1981,5,13,14.025
467,1981,5,15,13.928
468,1981,5,17,13.843
469,1981,5,19,13.752
470,1981,5,21,13.568
471,1981,5,23,13.464
472,1981,5,25,13.378
473,1981,5,27,13.333
474,1981,5,29,13.275
475,1981,5,31,13.222
476,1981,6,2,13.059
477,1981,6,4,13.002
478,1981,6,6,12.954
479,1981,6,8,12.863
480,1981,6,10,12.721
481,1981,6,12,12.652
482,1981,6,14,12.487
483,1981,6,16,12.465
484,1981,6,18,12.364
485,1981,6,20,12.216
486,1981,6,22,12.064
487,1981,6,24,12.003
488,1981,6,26,12.013
489,1981,6,28,11.796
490,1981,6,30,11.787
491,1981,7,2,11.428
492,1981,7,4,11.33
493,1981,7,6,11.181
494,1981,7,8,11.022
495,1981,7,10,10.894
496,1981,7,12,10.691
497,1981,7,14,10.643
498,1981,7,16,10.354
499,1981,7,18,10.127
500,1981,7,20,9.826
501,1981,7,22,9.788
502,1981,7,24,9.538
503,1981,7,26,9.22
504,1981,7,28,9.106
505,1981,7,30,8.917
506,1981,8,1,8.733
507,1981,8,3,8.587
508,1981,8,5,8.326
509,1981,8,7,8.176
510,1981,8,9,8
511,1981,8,11,7.917
512,1981,8,13,7.883
513,1981,8,15,7.804
514,1981,8,17,7.724
515,1981,8,19,7.667
516,1981,8,21,7.593
517,1981,8,23,7.53
518,1981,8,25,7.495
519,1981,8,27,7.408
520,1981,8,29,7.296
521,1981,8,31,7.37
522,1981,9,2,7.203
523,1981,9,4,7.162
524,1981,9,6,6.992
525,1981,9,8,7.046
526,1981,9,10,6.902
527,1981,9,12,6.904
528,1981,9,14,6.952
529,1981,9,16,6.951
530,1981,9,18,7.002
531,1981,9,20,7.053
532,1981,9,22,7.231
533,1981,9,24,7.261
534,1981,9,26,7.303
535,1981,9,28,7.489
536,1981,9,30,7.626
537,1981,10,2,7.987
538,1981,10,4,8.087
539,1981,10,6,8.151
540,1981,10,8,8.354
541,1981,10,10,8.416
542,1981,10,12,8.63
543,1981,10,14,8.904
544,1981,10,16,9.037
545,1981,10,18,9.062
546,1981,10,20,9.134
547,1981,10,22,9.096
548,1981,10,24,9.233
549,1981,10,26,9.425
550,1981,10,28,9.609
551,1981,10,30,9.719
552,1981,11,1,9.905
553,1981,11,3,9.929
554,1981,11,5,10.337
555,1981,11,7,10.518
556,1981,11,9,10.51
557,1981,11,11,10.631
558,1981,11,13,10.908
559,1981,11,15,10.965
560,1981,11,17,11.197
561,1981,11,19,11.177
562,1981,11,21,11.273
563,1981,11,23,11.417
564,1981,11,25,11.611
565,1981,11,27,11.675
566,1981,11,29,11.882
567,1981,12,1,11.99
568,1981,12,3,12.336
569,1981,12,5,12.507
570,1981,12,7,12.698
571,1981,12,9,12.816
572,1981,12,11,12.948
573,1981,12,13,13.217
574,1981,12,15,13.418
575,1981,12,17,13.635
576,1981,12,19,13.802
577,1981,12,21,13.893
578,1981,12,23,13.877
579,1981,12,25,14.016
580,1981,12,27,13.953
581,1981,12,29,14.128
582,1981,12,31,14.224
583,1982,1,2,14.479
584,1982,1,4,14.642
585,1982,1,6,14.88
586,1982,1,8,14.993
587,1982,1,10,15.052
588,1982,1,12,15.141
589,1982,1,14,15.138
590,1982,1,16,15.22
591,1982,1,18,15.227
592,1982,1,20,15.208
593,1982,1,22,15.283
594,1982,1,24,15.391
595,1982,1,26,15.547
596,1982,1,28,15.695
597,1982,1,30,15.755
598,1982,2,1,15.836
599,1982,2,3,15.841
600,1982,2,5,15.85
601,1982,2,7,15.797
602,1982,2,9,15.829
603,1982,2,11,15.748
604,1982,2,13,15.854
605,1982,2,15,15.857
606,1982,2,17,16.058
607,1982,2,19,16.087
608,1982,2,21,16.094
609,1982,2,23,16.143
610,1982,2,25,16.31
611,1982,2,27,16.325
612,1982,3,1,16.234
613,1982,3,3,16.293
614,1982,3,5,16.315
615,1982,3,7,16.309
616,1982,3,9,16.123
617,1982,3,11,16.099
618,1982,3,13,16.005
619,1982,3,15,15.955
620,1982,3,17,15.905
621,1982,3,19,15.938
622,1982,3,21,15.911
623,1982,3,23,15.898
624,1982,3,25,15.929
625,1982,3,27,15.875
626,1982,3,29,15.931
627,1982,3,31,15.982
628,1982,4,2,15.945
629,1982,4,4,15.943
630,1982,4,6,15.859
631,1982,4,8,15.581
632,1982,4,10,15.577
633,1982,4,12,15.491
634,1982,4,14,15.627
635,1982,4,16,15.528
636,1982,4,18,15.448
637,1982,4,20,15.387
638,1982,4,22,15.276
639,1982,4,24,15.135
640,1982,4,26,15.105
641,1982,4,28,15.091
642,1982,4,30,14.997
643,1982,5,2,14.786
644,1982,5,4,14.679
645,1982,5,6,14.511
646,1982,5,8,14.319
647,1982,5,10,14.222
648,1982,5,12,14.137
649,1982,5,14,14.083
650,1982,5,16,14.003
651,1982,5,18,13.853
652,1982,5,20,13.653
653,1982,5,22,13.576
654,1982,5,24,13.583
655,1982,5,26,13.543
656,1982,5,28,13.38
657,1982,5,30,13.27
658,1982,6,1,13.091
659,1982,6,3,12.99
660,1982,6,5,12.874
661,1982,6,7,12.834
662,1982,6,9,12.75
663,1982,6,11,12.709
664,1982,6,13,12.678
665,1982,6,15,12.652
666,1982,6,17,12.476
667,1982,6,19,12.317
668,1982,6,21,12.145
669,1982,6,23,12.079
670,1982,6,25,11.918
671,1982,6,27,11.868
672,1982,6,29,11.76
673,1982,7,1,11.425
674,1982,7,3,11.442
675,1982,7,5,11.344
676,1982,7,7,11.165
677,1982,7,9,11.043
678,1982,7,11,10.816
679,1982,7,13,10.664
680,1982,7,15,10.436
681,1982,7,17,10.264
682,1982,7,19,10.179
683,1982,7,21,10.022
684,1982,7,23,9.782
685,1982,7,25,9.638
686,1982,7,27,9.417
687,1982,7,29,9.22
688,1982,7,31,9.016
689,1982,8,2,8.939
690,1982,8,4,8.746
691,1982,8,6,8.672
692,1982,8,8,8.45
693,1982,8,10,8.437
694,1982,8,12,8.366
695,1982,8,14,8.152
696,1982,8,16,8.008
697,1982,8,18,8.027
698,1982,8,20,7.915
699,1982,8,22,7.79
700,1982,8,24,7.759
701,1982,8,26,7.7
702,1982,8,28,7.582
703,1982,8,30,7.55
704,1982,9,1,7.404
705,1982,9,3,7.248
706,1982,9,5,7.233
707,1982,9,7,7.182
708,1982,9,9,7.18
709,1982,9,11,7.173
710,1982,9,13,7.16
711,1982,9,15,7.196
712,1982,9,17,7.197
713,1982,9,19,7.224
714,1982,9,21,7.329
715,1982,9,23,7.422
716,1982,9,25,7.417
717,1982,9,27,7.495
718,1982,9,29,7.666
719,1982,10,1,7.768
720,1982,10,3,8.016
721,1982,10,5,8.184
722,1982,10,7,8.331
723,1982,10,9,8.875
724,1982,10,11,9.179
725,1982,10,13,9.429
726,1982,10,15,9.608
727,1982,10,17,9.797
728,1982,10,19,9.836
729,1982,10,21,9.847
730,1982,10,23,10.067
731,1982,10,25,10.198
732,1982,10,27,10.423
733,1982,10,29,10.564
734,1982,10,31,10.615
735,1982,11,2,10.817
736,1982,11,4,10.893
737,1982,11,6,11.131
738,1982,11,8,11.03
739,1982,11,10,11.203
740,1982,11,12,11.348
741,1982,11,14,11.573
742,1982,11,16,11.792
743,1982,11,18,11.774
744,1982,11,20,11.698
745,1982,11,22,11.854
746,1982,11,24,11.929
747,1982,11,26,12.192
748,1982,11,28,12.483
749,1982,11,30,12.695
750,1982,12,2,12.822
751,1982,12,4,12.866
752,1982,12,6,12.963
753,1982,12,8,13.223
754,1982,12,10,13.351
755,1982,12,12,13.503
756,1982,12,14,13.606
757,1982,12,16,13.84
758,1982,12,18,13.895
759,1982,12,20,14.016
760,1982,12,22,13.963
761,1982,12,24,14.093
762,1982,12,26,14.183
763,1982,12,28,14.144
764,1982,12,30,14.159
765,1983,1,1,14.253
766,1983,1,3,14.306
767,1983,1,5,14.494
768,1983,1,7,14.467
769,1983,1,9,14.615
770,1983,1,11,14.648
771,1983,1,13,14.622
772,1983,1,15,14.916
773,1983,1,17,15.014
774,1983,1,19,15.052
775,1983,1,21,15.314
776,1983,1,23,15.396
777,1983,1,25,15.347
778,1983,1,27,15.401
779,1983,1,29,15.554
780,1983,1,31,15.68
781,1983,2,2,15.737
782,1983,2,4,15.719
783,1983,2,6,15.695
784,1983,2,8,15.822
785,1983,2,10,15.791
786,1983,2,12,15.999
787,1983,2,14,16.056
788,1983,2,16,15.971
789,1983,2,18,16.056
790,1983,2,20,16.167
791,1983,2,22,16.238
792,1983,2,24,16.28
793,1983,2,26,16.352
794,1983,2,28,16.203
795,1983,3,2,16.049
796,1983,3,4,15.958
797,1983,3,6,15.971
798,1983,3,8,16.101
799,1983,3,10,16.172
800,1983,3,12,16.349
801,1983,3,14,16.412
802,1983,3,16,16.214
803,1983,3,18,16.069
804,1983,3,20,16.212
805,1983,3,22,16.057
806,1983,3,24,15.976
807,1983,3,26,15.964
808,1983,3,28,15.926
809,1983,3,30,15.849
810,1983,4,1,15.886
811,1983,4,3,15.914
812,1983,4,5,15.734
813,1983,4,7,15.706
814,1983,4,9,15.528
815,1983,4,11,15.574
816,1983,4,13,15.317
817,1983,4,15,15.145
818,1983,4,17,15.063
819,1983,4,19,14.839
820,1983,4,21,14.819
821,1983,4,23,14.695
822,1983,4,25,14.553
823,1983,4,27,14.442
824,1983,4,29,14.366
825,1983,5,1,14.045
826,1983,5,3,13.929
827,1983,5,5,13.935
828,1983,5,7,13.787
829,1983,5,9,13.703
830,1983,5,11,13.64
831,1983,5,13,13.587
832,1983,5,15,13.502
833,1983,5,17,13.433
834,1983,5,19,13.319
835,1983,5,21,13.313
836,1983,5,23,13.27
837,1983,5,25,13.209
838,1983,5,27,13.132
839,1983,5,29,13.052
840,1983,5,31,13.005
841,1983,6,2,12.837
842,1983,6,4,12.764
843,1983,6,6,12.69
844,1983,6,8,12.59
845,1983,6,10,12.54
846,1983,6,12,12.412
847,1983,6,14,12.311
848,1983,6,16,12.276
849,1983,6,18,12.146
850,1983,6,20,12.16
851,1983,6,22,12.111
852,1983,6,24,11.965
853,1983,6,26,11.989
854,1983,6,28,11.896
855,1983,6,30,11.748
856,1983,7,2,11.515
857,1983,7,4,11.398
858,1983,7,6,11.261
859,1983,7,8,11.233
860,1983,7,10,11.108
861,1983,7,12,11.088
862,1983,7,14,10.913
863,1983,7,16,10.767
864,1983,7,18,10.491
865,1983,7,20,10.214
866,1983,7,22,10.076
867,1983,7,24,9.911
868,1983,7,26,9.655
869,1983,7,28,9.56
870,1983,7,30,9.364
871,1983,8,1,9.224
872,1983,8,3,9.046
873,1983,8,5,8.935
874,1983,8,7,8.731
875,1983,8,9,8.638
876,1983,8,11,8.46
877,1983,8,13,8.32
878,1983,8,15,8.073
879,1983,8,17,7.948
880,1983,8,19,7.899
881,1983,8,21,7.903
882,1983,8,23,7.777
883,1983,8,25,7.639
884,1983,8,27,7.534
885,1983,8,29,7.445
886,1983,8,31,7.402
887,1983,9,2,7.321
888,1983,9,4,7.314
889,1983,9,6,7.243
890,1983,9,8,7.204
891,1983,9,10,7.238
892,1983,9,12,7.305
893,1983,9,14,7.246
894,1983,9,16,7.261
895,1983,9,18,7.322
896,1983,9,20,7.499
897,1983,9,22,7.412
898,1983,9,24,7.425
899,1983,9,26,7.519
900,1983,9,28,7.731
901,1983,9,30,7.879
902,1983,10,2,8.143
903,1983,10,4,8.38
904,1983,10,6,8.638
905,1983,10,8,8.774
906,1983,10,10,8.943
907,1983,10,12,9.123
908,1983,10,14,9.205
909,1983,10,16,9.453
910,1983,10,18,9.585
911,1983,10,20,9.673
912,1983,10,22,9.878
913,1983,10,24,10.085
914,1983,10,26,9.558
915,1983,10,28,10.259
916,1983,10,30,10.314
917,1983,11,1,10.549
918,1983,11,3,10.737
919,1983,11,5,10.883
920,1983,11,7,10.84
921,1983,11,9,10.956
922,1983,11,11,11.172
923,1983,11,13,11.322
924,1983,11,15,11.473
925,1983,11,17,11.635
926,1983,11,19,11.802
927,1983,11,21,11.9
928,1983,11,23,11.934
929,1983,11,25,12.167
930,1983,11,27,12.208
931,1983,11,29,12.337
932,1983,12,1,12.769
933,1983,12,3,12.664
934,1983,12,5,12.877
935,1983,12,7,13.042
936,1983,12,9,13.043
937,1983,12,11,13.192
938,1983,12,13,13.344
939,1983,12,15,13.366
940,1983,12,17,13.325
941,1983,12,19,13.322
942,1983,12,21,13.326
943,1983,12,23,13.539
944,1983,12,25,13.54
945,1983,12,27,13.664
946,1983,12,29,13.855
947,1983,12,31,13.907
948,1984,1,2,14.103
949,1984,1,4,14.237
950,1984,1,6,14.262
951,1984,1,8,14.303
952,1984,1,10,14.387
953,1984,1,12,14.37
954,1984,1,14,14.388
955,1984,1,16,14.411
956,1984,1,18,14.302
957,1984,1,20,14.505
958,1984,1,22,14.626
959,1984,1,24,14.703
960,1984,1,26,14.788
961,1984,1,28,14.821
962,1984,1,30,14.893
963,1984,2,1,15.026
964,1984,2,3,15.107
965,1984,2,5,15.107
966,1984,2,7,15.08
967,1984,2,9,14.988
968,1984,2,11,15.181
969,1984,2,13,15.178
970,1984,2,15,15.335
971,1984,2,17,15.427
972,1984,2,19,15.47
973,1984,2,21,15.456
974,1984,2,23,15.467
975,1984,2,25,15.534
976,1984,2,27,15.561
977,1984,2,29,15.567
978,1984,3,2,15.431
979,1984,3,4,15.483
980,1984,3,6,15.554
981,1984,3,8,15.57
982,1984,3,10,15.587
983,1984,3,12,15.58
984,1984,3,14,15.676
985,1984,3,16,15.764
986,1984,3,18,15.809
987,1984,3,20,15.78
988,1984,3,22,15.614
989,1984,3,24,15.479
990,1984,3,26,15.486
991,1984,3,28,15.504
992,1984,3,30,15.446
993,1984,4,1,15.389
994,1984,4,3,15.335
995,1984,4,5,15.268
996,1984,4,7,15.16
997,1984,4,9,15.321
998,1984,4,11,15.287
999,1984,4,13,15.107
1000,1984,4,15,15.085
1001,1984,4,17,15.037
1002,1984,4,19,14.973
1003,1984,4,21,14.897
1004,1984,4,23,14.699
1005,1984,4,25,14.678
1006,1984,4,27,14.608
1007,1984,4,29,14.373
1008,1984,5,1,14.194
1009,1984,5,3,14.009
1010,1984,5,5,13.976
1011,1984,5,7,13.907
1012,1984,5,9,13.816
1013,1984,5,11,13.724
1014,1984,5,13,13.764
1015,1984,5,15,13.621
1016,1984,5,17,13.451
1017,1984,5,19,13.487
1018,1984,5,21,13.367
1019,1984,5,23,13.401
1020,1984,5,25,13.289
1021,1984,5,27,13.192
1022,1984,5,29,13.035
1023,1984,5,31,12.994
1024,1984,6,2,12.828
1025,1984,6,4,12.644
1026,1984,6,6,12.526
1027,1984,6,8,12.439
1028,1984,6,10,12.354
1029,1984,6,12,12.294
1030,1984,6,14,12.254
1031,1984,6,16,12.192
1032,1984,6,18,12.079
1033,1984,6,20,12.018
1034,1984,6,22,11.966
1035,1984,6,24,11.877
1036,1984,6,26,11.783
1037,1984,6,28,11.582
1038,1984,6,30,11.439
1039,1984,7,2,11.202
1040,1984,7,4,10.989
1041,1984,7,6,10.807
1042,1984,7,8,10.699
1043,1984,7,10,10.477
1044,1984,7,12,10.183
1045,1984,7,14,10.117
1046,1984,7,16,9.929
1047,1984,7,18,9.711
1048,1984,7,20,9.629
1049,1984,7,22,9.472
1050,1984,7,24,9.368
1051,1984,7,26,9.298
1052,1984,7,28,8.875
1053,1984,7,30,8.907
1054,1984,8,1,8.745
1055,1984,8,3,8.496
1056,1984,8,5,8.303
1057,1984,8,7,8.189
1058,1984,8,9,8.027
1059,1984,8,11,8.002
1060,1984,8,13,7.918
1061,1984,8,15,7.816
1062,1984,8,17,7.698
1063,1984,8,19,7.548
1064,1984,8,21,7.461
1065,1984,8,23,7.401
1066,1984,8,25,7.346
1067,1984,8,27,7.272
1068,1984,8,29,7.057
1069,1984,8,31,7.058
1070,1984,9,2,6.828
